url,street,city,state,zip,beds,baths,min_price,max_price,min_sqft,max_sqft,listing_type,description,amenities,pet_policies
https://hotpads.com/1134-nadeau-st-los-angeles-ca-90001-1m2hg33/1136-12/pad,1134 Nadeau St,Los Angeles,CA,90001,2,1,2495,2495,0,0,rental,"This freshly renovated unit is a must see! New wood flooring throughout the property. Upgraded cabinets, lighting and all around finishes makes this unit feel like home. Secured building with parking.",,
https://hotpads.com/1533-e-84th-st-los-angeles-ca-90001-1n1su42/pad,1533 E 84th St,Los Angeles,CA,90001,2,1,2600,2600,0,0,rental,"Whole new remodeled 2 bedrooms and a den with 1 bathroom, new kitchen, new floor, new windows, new bathroom, easy parking, laundry hookup, close to downtown, close to shopping",,
https://hotpads.com/1731-e-68th-st-los-angeles-ca-90001-1n1suq6/a/pad,1731 E 68th St,Los Angeles,CA,90001,5,5,4500,4500,0,0,rental,"Brand new 4-Unit Property for Rent 1731 E 68th St, Los Angeles, CA 90001 Spacious Townhouse Units Available!

Address: 1731 E 68th St, Los Angeles, CA 90001, Units #A 

Welcome to this beautifully Brand new 4-unit property located in the heart of Los Angeles! Each unit features modern finishes and spacious layouts, providing a comfortable and contemporary living experience. With 2 duplexes available, these generously sized homes are perfect for large families or those seeking extra space. Enjoy the convenience of living in a vibrant neighborhood with easy access to local amenities and major freeways.

Key Features:

Brand new unit: Freshly updated with modern finishes throughout

Spacious Layouts: Ideal for large families or shared living arrangements
#A: 5 Bedrooms / 5 Bathrooms 2 car parking space

Open concept living and dining areas

Updated kitchens with new appliances

Modern bathrooms with stylish fixtures

Large windows that let in plenty of natural light

Private parking available for all units

Pet-friendly (with additional deposit, if applicable)

Location:

Quiet and desirable neighborhood

Close to schools, shopping, dining, and entertainment

Easy access to public transportation and major freeways

These fully renovated units offer a perfect blend of comfort, style, and space, making them an ideal choice for those looking for a quality home in a central location. Don't miss out on the opportunity to live in this exceptional property schedule a tour today!",,
https://hotpads.com/629-e-79th-st-los-angeles-ca-90001-th81gj/pad,629 E 79th St,Los Angeles,CA,90001,3,1,2800,3300,0,0,rental,Spacious 3 bed 1 bath apartment. Hardwood and tile through out. Private patio and off street parking. Close to shopping and freeways as well as schools.,,
https://hotpads.com/629-e-85th-st-los-angeles-ca-90001-245bxjs/0/pad,629 E 85th St,Los Angeles,CA,90001,4,2,3600,3600,0,0,rental,2 parking spaces cleaned 4b2b painted spacious beautiful unit available,,
https://hotpads.com/6307-miramonte-blvd-los-angeles-ca-90001-1m2hh0g/b/pad,6307 Miramonte Blvd,Los Angeles,CA,90001,4,2,3600,3600,0,0,rental,"A four bedroom and 2 bathroom upstairs apartment with a gated property and security cameras.Within the apartment there are adjacent living room and kitchen. The aparment includes 3 bedrooms with their own closet and carpet flooring. the aparment has shared full bathroom. The fourth bedroom is the master bedroom with ita own closet and full bathroom within the room. the appliances that the apartment is equipped with are a gas stove, frdige and freezer, garbage disposal, washer and dryer, A/C, and central heating, also the apartment is set up for ATT internet service. The unit is metered separately for gas, water, and electricity. The aparment comes with a covered 2 car garage with alley access. The area is 20 minutes from Downtown LA, 10 min walk to the expo line, and 15 minutes to USC. The area is close to parks, various schools, and freeway entrances.",,
https://hotpads.com/7100-s-central-ave-los-angeles-ca-90001-1n1sw4k/106/pad,7100 S Central Ave,Los Angeles,CA,90001,0,1,1600,1600,0,0,rental,All utilities are included in the rent. There are coin-op laundry machines available for use in the basement. There is a fenced parking lot adjacent to the building with spots available to rent for an extra monthly fee.,,
https://hotpads.com/8216-bell-ave-los-angeles-ca-90001-1m2hkk0/a/pad,8216 Bell Ave,Los Angeles,CA,90001,3,2.5,3200,3200,0,0,rental,"Brand-New 3 Bedroom, 2.5 Bath Home Move-In Ready!
Be the first to live in this spacious new construction home featuring 3 bedrooms and 2.5 modern bathrooms. The open-concept kitchen comes fully equipped with new appliances including a refrigerator, oven, stovetop, microwave, and dishwasher. Washer and dryer hookups are included for your convenience. Stylish finishes, clean lines, and generous living space make this home perfect for families or anyone seeking comfort and functionality.",,
https://hotpads.com/831-e-82nd-st-los-angeles-ca-90001-1n1sx2z/pad-for-sublet,831 E 82nd St,Los Angeles,CA,90001,4,2,1090,1090,0,0,room,"Master Bedroom & Private En-suite Bathroom (137 sqft)

House is currently occupied by 3 males in their 20's-early 30's, and 1 small dog. All are working professionals. Dog stays in the owner's rooms mostly unless the owner is there to supervise.

- Private bedroom in a 4 Bedroom / 2 Bath House (Total 1,358 sqft).
- Just furnish your bedroom! Common areas (living room, dining room, kitchen) are fully furnished.
- Maximum 1 person per room. No couples or shares.
- Prices are for rooms only. No parking.
- Street parking only. No more rented spaces available.
- Maids will clean all common areas monthly (private bedrooms/bathroom are excluded).
- Landlord will split the utilities among all roommates by headcount each month.
- Pets allowed. Requires $500 pet deposit.
- 1 year lease required.

HOUSE AMENITIES:
- House was recently renovated in 2021.
- New central air heating and cooling HVAC.
- Nest thermostat.
- Brand new appliances: range, microwave, dishwasher, refrigerator, washer, dryer
- Ring security cameras.

NEIGHBORHOOD:
- Easy access to 110 and 105 freeways",,
https://hotpads.com/1440-12-e-65th-st-los-angeles-ca-90001-wds9j8/pad,1440 1/2 E 65th St,Los Angeles,CA,90001,4,2.5,3600,3600,0,0,rental,"FRESHLY PAINTED 4 BEDROOM 2.5 BATH, 1 CAR GARAGE TOWNHOME, ONLY 4 UNITS IN THIS GATED PROPERTY, SPACIOUS 4 BEDROOMS 2 1/2 BATH MOVE IN CONDITION, 1 CAR GARAGE ATTACHED
SECTION 8 TENANTS WELCOME
 PLEASE CALL ME DIRECTLY FOR ANY QUESTIONS.",,
https://hotpads.com/1000-e-80th-st-los-angeles-ca-90001-1n1srmf/pad,1000 E 80th St,Los Angeles,CA,90001,5,3,4200,4200,0,0,rental,"Spacious 5 bedroom / 3 bathroom duplex unit in the Heart of Los Angeles ready to be rented! 

Gas, electricity, and trash services are covered by the tenant; water and sewer services are covered by the landlord. 

Section 8 is welcomed! 
- accepting a 5 bedroom voucher.

Don't miss out on this fantastic opportunity to live in the vibrant and accessible area of Los Angeles. 

We speak both English and Spanish. 

Contact us today to schedule a viewing!",,
https://hotpads.com/1439-e-76th-st-los-angeles-ca-90001-1n1stvf/b/pad,1439 E 76th St,Los Angeles,CA,90001,2,2,2500,2500,0,0,rental,Newly renovated 2 Bedroom home with a full bath centrally located in the heart of the City of Los Angeles. Small property for quiet enjoyment.,,
https://hotpads.com/8465-stanford-ave-los-angeles-ca-90001-sq5dy9/pad,8465 Stanford Ave,Los Angeles,CA,90001,5,3,4200,4200,0,0,rental,"Spacious 5 bedroom / 3 bathroom unit in the Heart of Los Angeles ready to be rented! 

Gas, electricity, and trash services are covered by the tenant; water and sewer services are covered by the landlord. 

Refrigerator and stove provided upon tenant's request.

Section 8 is welcomed! 
- accepting a 5 bedroom voucher. 

Don't miss out on this fantastic opportunity to live in the vibrant and accessible area of Los Angeles. 

We speak both English and Spanish. 

Contact us today to schedule a viewing!",,
https://hotpads.com/303-12-south-ave-los-angeles-ca-90001-248c0t1/12/pad,303 1/2 South Ave,Los Angeles,CA,90001,2,2,2295,2295,0,0,rental,"Charming 2 Bed, 2 Bath in the Heart of Highland Park at 303 S Ave 57

Welcome to your new home in one of LA's most vibrant and sought-after neighborhoods! This beautifully designed 2-bedroom, 2-bath apartment offers the perfect blend of comfort and convenience. Enjoy cooking in your modern kitchen complete with a sleek stove, or unwind on your private balcony with serene views ideal for morning coffee or evening relaxation. Stay comfortable year-round with central heating and air conditioning, and take advantage of the thoughtfully designed layout with ample natural light throughout.

Located just minutes from local cafes, shops, parks, and nightlife, this Highland Park gem puts the best of the city right at your doorstep. Don't miss the chance to make this stylish, cozy space your next home!

Notes:
+ Pet Friendly! Small pets allowed ($300 pet fee deposit / $55 per month). 
+ $50 Application Fee. Once approved, a non-refundable $500 holding fee must be provided via Zelle within 24 hours in order to secure the unit and start the leasing process. This will go towards move in fees 
+ Available parking spaces are $35/monthly 
+ All utilities paid by tenant 
+ Photos virtually staged 
+12 month special advertised",,
https://hotpads.com/718-e-84th-st-los-angeles-ca-90001-1n1sw79/720/pad,718 E 84th St,Los Angeles,CA,90001,2,1,2900,2900,0,0,rental,"Spacious 2 bedroom / 1 bathroom unit in the Heart of Los Angeles ready to be rented! 

Gas, electricity, and trash services are covered by the tenant; water and sewer services are covered by the landlord. 

Refrigerator and stove provided upon tenant's request.

Section 8 is welcomed! 
- accepting a 2 bedroom voucher. 

Don't miss out on this fantastic opportunity to live in the vibrant and accessible area of Los Angeles. 

We speak both English and Spanish. 

Contact us today to schedule a viewing!",,
https://hotpads.com/654-e-75th-st-los-angeles-ca-90001-235s99q/pad,654 E 75th St,Los Angeles,CA,90001,5,3,4200,4200,0,0,rental,"Spacious 5 bedroom / 3 bathroom unit in the Heart of Los Angeles ready to be rented! 

Gas, electricity, and trash services are covered by the tenant; water and sewer services are covered by the landlord. 

Don't miss out on this fantastic opportunity to live in the vibrant and accessible area of Los Angeles. 

We speak both English and Spanish. 

Contact us today to schedule a viewing!",,
https://hotpads.com/737-e-82nd-st-los-angeles-ca-90001-247zyqg/737/pad,737 E 82nd St,Los Angeles,CA,90001,5,3,4495,4495,0,0,rental,"WE ARE PROUD TO PRESENT THIS BEAUTIFUL NEW CONSTRUCTION LUXURIOUS, CONTEMPORARY DUPLEX AND ADU. Open concept floorplan with all new appliances. It has laundry hook up, central AC, and heating. Parking is available in the back lot. Section 8 voucher accepted. Please contact us for more info.

Copyright The MLS. All rights reserved. Information is deemed reliable but not guaranteed.",,
https://hotpads.com/1420-e-75th-st-los-angeles-ca-90001-1n1stp9/1424/pad,1420 E 75th St,Los Angeles,CA,90001,0,1,1395,1395,0,0,rental,"Just remodeled spacious studio with large kitchen! The landlord is paying for gas, trash and water. Sorry, no pets allowed. Conveniently located near shops, schools, parks, and many more! Hurry, this will not last long. This is the landlord advertising, no agency fees! One parking space included.

Amplio estudio recien remodelado con cocina grande! El arrendador paga el gas, la basura y el agua. Lo sentimos, no se permiten mascotas. Convenientemente ubicado cerca de tiendas, escuelas, parques y muchos mas! Date prisa, esto no durara mucho. Esta es la publicidad del casero, sin comisiones de agencia!",,
https://hotpads.com/7822-bell-ave-los-angeles-ca-90001-1m2hjs5/pad,7822 Bell Ave,Los Angeles,CA,90001,3,1,2400,2400,0,0,rental,"This clean and updated 3-bedroom, 1-bath home offers comfortable living with a remodeled kitchen, laminated flooring, an upgraded bathroom, mini-split cooling and heating system, ceiling fans, and fresh interior and exterior paint. Includes a one-car garage plus additional driveway parking. Conveniently located near Plaza Americana, Plaza La Alameda, parks, schools, bus stops, and within walking distance to neighborhood stores. Move-in ready and centrally located.",,
https://hotpads.com/1122-e-60th-st-los-angeles-ca-90001-1qcb76q/pad,1122 E 60th St,Los Angeles,CA,90001,3,1,3350,3350,0,0,rental,"Welcome to this lovely home ideally situated in a great location that combines convenience and comfort. Step into the inviting living room, perfect for relaxing or entertaining guests. The kitchen comes equipped with a functional stove/oven, offering everything you need to prepare daily meals with ease. This home features three bedrooms, one bathroom, and a large linen closet, making it a perfect fit for a variety of living arrangements.

Enjoy the outdoors in the fenced-in yard, offering privacy and a safe space for gatherings or pets. Additional highlights include washer and dryer hookups, air conditioning, and a forced air system for year-round comfort. The property also provides two covered parking spaces, ensuring your vehicles are protected from the elements. Don't miss the opportunity to make this charming home your haven.

$30 Application Fee.
Pets: Cats Only.
Housing vouchers are accepted.
Utilities included: Trash, landscaping and water/sewer.
Residents are responsible for all other utilities.

Application; administration and additional fees may apply
Pet fees and pet rent may apply
All residents will be enrolled in a Benefits & a Building Protection Program, contact Evernest for more details 
A security deposit will be required before signing a lease

The first person to pay the deposit and fees will have the opportunity to move forward with a lease. You must be approved to pay the deposit and fees.

Beware of scammers!",,
https://hotpads.com/613-e-83rd-st-los-angeles-ca-90001-24374hg/pad,613 E 83rd St,Los Angeles,CA,90001,1,1,2172,2172,0,0,rental,"HACLA 1Bed/1Bath w/Parking - City of Los Angeles Section 8 Accepted Lower Level 1 bedroom, 1 bath Bungalow style apartment for rent in the City of Los Angeles - Accepting LA City Section 8 and Long Term Rental Subsidies. For more properties like this visit Affordable Housing.",,
https://hotpads.com/831-e-83rd-st-los-angeles-ca-90001-1n1sx30/3/pad,831 E 83rd St,Los Angeles,CA,90001,5,3,3990,3990,0,0,rental,"Duplex with 5 bedrooms 3 bathrooms This is a Duplex with 5 bedrooms 3 bathrooms. The wood flooring and granite countertops add a touch of elegance, while the garage and driveway provide ample parking. Its sounds like a great property for anyone looking for spacious and comfortable
 5 bedrooms and 3 bathrooms $4990 deposit! For more properties like this visit Affordable Housing.",,
https://hotpads.com/8214-bell-ave-los-angeles-ca-90001-23uzu0z/pad,8214 Bell Ave,Los Angeles,CA,90001,5,3.5,4200,4200,0,0,rental,"Brand-New 5 Bedroom, 3.5 Bath Home Move-In Ready!
Be the first to live in this spacious new construction home featuring 5 bedrooms and 3.5 modern bathrooms. The open-concept kitchen comes fully equipped with new appliances including a refrigerator, oven, stovetop, microwave, and dishwasher. Washer and dryer hookups are included for your convenience. Stylish finishes, clean lines, and generous living space make this home perfect for families or anyone seeking comfort and functionality.",,
https://hotpads.com/kosoo-12-los-angeles-ca-90001-1wvz7pg/pad,1136-1138 1/2 E 81st St,Los Angeles,CA,90001,1,1,2095,2095,0,0,rental,"Welcome to our newly renovated 1 bedroom, 1 bathroom apartment in the heart of Los Angeles, CA. This modern unit features granite countertops, laminated wood floors, and a bathtub for your convenience. With driveway parking available, you'll never have to worry about finding a spot when you come home. Take advantage of our move-in special - inquire with our leasing agent for more details, subject to approval. Don't miss out on this opportunity to live in a beautifully remodeled space in a prime location. Contact us today to schedule a tour!",,
https://hotpads.com/1015-e-73rd-st-los-angeles-ca-90001-1n1srrb/pad,1015 E 73rd St,Los Angeles,CA,90001,2,1,2450,2450,0,0,rental,"Beautiful Two Bedroom Apartment for Rent in South Los Angeles Rent: $2,450, Lease Terms: 12 Months, Application: $30, Utilities Included: Water, Pet Policy: No Pets allowed, Compton Section 8 Welcomed. Featuring recessed lights, ceiling fans, and new windows to add a natural flow of light. The kitchen area has a huge dual sink, granite countertops, cabinets with plenty of space, and stainless steel appliances. The bathrooms have been renovated with new fixtures For more properties like this visit Affordable Housing.",,
https://hotpads.com/8508-avalon-blvd-los-angeles-ca-90003-smtkm9/2/pad,8508 Avalon Blvd,Los Angeles,CA,90003,2,1,2700,2700,0,0,rental,"GREAT UNIT CLOSE TO PUBLIC TRANSPORTATION CLOSE TO DOWN TOWN Introducing a fantastic 2-bedroom, 1-bathroom apartment located in the heart of Los Angeles, CA. This unit, conveniently situated near public transportation and downtown, offers easy access to all that the city has to offer. Residents will enjoy the convenience of online payment and maintenance requests, as well as access to a laundry room for added convenience. The spacious living room provides plenty of room for relaxation and entertaining. Don't miss out on this great opportunity to live in a For more properties like this visit Affordable Housing.",,
https://hotpads.com/738-e-79th-st-los-angeles-ca-90001-1n1swe8/740-1-2/pad,738 E 79th St,Los Angeles,CA,90001,0,1,1395,1495,0,0,rental,"Studio Unit: SECTION 8 OK - Renovated Unit in Los Angeles, Near Central Ave and 79th ST Studio Unit: Renovated in Los Angeles, Central Ave and 79th ST. This is a renovated Studio unit (No Bedroom) in a six unit apartment complex. Nice, clean unit, with new kitchen and counters, appliances, tankless water heater, wall heater and Window AC unit. New paint, tile and hardwood floors. End unit in Single story building. Great for a 1-2 persons max. Landlord pay water, tenant pays electric and gas. No garage or onsite parking, No Smoking. Available right away, SECTION 8 OK!! For more properties like this visit Affordable Housing.",,
https://hotpads.com/1127-e-67th-st-los-angeles-ca-90001-1n1srxt/pad,1127 E 67th St,Los Angeles,CA,90001,1,1,2100,2100,0,0,rental,"Welcome to 1127 E 67th Street, Los Angeles! 2 identical UNITS available
 This charming Spanish-style home offers a cozy 1 Bedroom, 1 Bathroom layout, with a spacious living room and a well-appointed kitchen featuring ample cabinet storage. The home is equipped with modern amenities, including heating and air conditioning units, as well as all essential kitchen appliances. Enjoy the privacy of a lovely back patio, perfect for outdoor relaxation. Located in a desirable area, this property presents a fantastic rental opportunity. More photos to come. Section 8 applicants are warmly welcomed. Don't miss the chance to make this beautiful home yours!",,
https://hotpads.com/2111-e-firestone-blvd-los-angeles-ca-90001-1zgsp3z/pad,2111 E Firestone Blvd,Los Angeles,CA,90001,0,1,1031,1031,0,0,rental,"Apply Today - Slated for Completion May-June 2025 Firestone Apartments is a brand new Affordable Housing Community coming to South Gate, located at 2111 E Firestone Blvd in LA. Currently under construction and slated for completion in June 2025, Firestone Apts is located a 1/2 mile from the Blue Line Light Rail metro stop and will offer Studio Apartments. Offering energy efficient appliances and walk-in showers, climate control, rooftop decks, a fitness center, community center with shared kitchen, bike parking and so much more. For more properties like this visit Affordable Housing.",,
https://hotpads.com/6101-compton-ave-los-angeles-ca-90001-2478uyt/1448-e/pad,6101 Compton Ave,Los Angeles,CA,90001,3,1,2850,2850,0,0,rental,"NOW LEASING, IN THE CITY OF SOUTH LOS ANGELES!

 

 

A newly renovated apartments with modern features located in Southeast Los Angeles. Renovations include recessed lighting, all-new stainless-steel appliances, new hardwood flooring, and a modern, efficient kitchen. The kitchen area has a large apron sink, stainless steel microwave, stove, and refrigerator. It also includes an earth-toned backsplash to contrast the countertops and brand-new cabinets with a plethora of storage space. The bathroom features new tiles, fixtures, vanities with storage space, and recessed lighting. Bedrooms feature large mirrored closets and ceiling fans. The apartment features a beautiful amount of natural light that flows through newly installed windows.

 

Details: 6101 Compton Ave (1448 E 61st)
 

Lease Term: 12 Months

 

Application Fee: $30

 

Tenant Pays Gas and Electric

 

Pet Policy: No Pets allowed

 

No Smoking

 

 

Features

 

 New paint

 

 Laminate Flooring

 

 Kitchen Cabinets

 

 Granite Counter tops

 

 Ceiling fans

 

 Kitchen cabinets

 

 Appliances Included

 

 

 

 

FOR MORE INFORMATION, PLEASE CONTACT

 

The Leasing Team

Address: 8629 S Vermont Ave. Los Angeles, CA 90044

 5054",,
https://hotpads.com/29th-street-apartments-los-angeles-ca-90011-24c8trm/pad,431-433 E 29th St,Los Angeles,CA,90011,0,1,1495,1495,0,0,rental,"About 29th Street Apartments;

Our location is adjacent to Exposition Park which hosts entertainment venues, as well as having world class museums, educational and sport facilities. It is considered the crossroads of the Los Angeles community.

This apartment is all inclusive and all utilities are paid for by the owner. Units have laminate flooring, vertical blinds, ceiling fan, new fridge and stove and fresh paint.

It is also only minutes by bus to Downtown LA. DTLA is only 5-10 minutes by car, this is a great central location for getting to where you want to go in LA!",,
https://hotpads.com/27th-street-apartments-los-angeles-ca-90011-24c8tva/pad,440 E 27th St,Los Angeles,CA,90011,0,1,1420,1420,0,0,rental,"Introducing our newly renovated fully furnished studio apartment in the heart of Los Angeles, CA. This modern space features brand new cabinetry, stainless steel appliances, and a 32"" flat screen TV for your entertainment needs. Stay connected with Spectrum Cable TV and high-speed Wi-Fi internet, and enjoy the convenience of on-site laundry facilities. With a ceiling fan to keep you cool and a shower curtain for added privacy, this studio apartment has everything you need for comfortable living. Our 24-hour maintenance team is always available to assist you, and online payments are accepted for your convenience. Don't miss out on this opportunity to live in style and comfort in the bustling city of Los Angeles.

An additional $75.00 monthly fee covers our amenity package including:
*Utilities Fee Includes: Gas, Water, Sewer, & Trash
*Wifi Internet
*Spectrum Cable TV
*Full Furnishing package with appliances
*Tenant portal for secure online payments
*24/7 Maintenance hotline

We are proud to offer deposit-free living to qualified renters through FolioGuard by Obligo!

Current Special: Move-in by end of month and receive $500.00 off on your 1st month's rent. Make your next move a breeze when leasing with us

Call or text now to schedule your viewing with one of our friendly property managers.

Disclaimer - The pictures in this ad are a representation of a typical apartment in this building and may or may not fully resemble the vacant unit being advertised.",,
https://hotpads.com/south-park-place-apartments-los-angeles-ca-90011-24c8tvn/pad,5117-5123 S Avalon Blvd,Los Angeles,CA,90011,0,1,1295,1395,0,0,rental,,,
https://hotpads.com/891-e-53rd-st-los-angeles-ca-90011-1n1ucj8/13/pad,891 E 53rd St,Los Angeles,CA,90011,0,1,1750,1750,0,0,rental,,,
https://hotpads.com/2508-naomi-ave-los-angeles-ca-90011-1m2j98x/3/pad,2508 Naomi Ave,Los Angeles,CA,90011,5,2,3450,3900,0,0,rental,"Beautifully remodeled 5 bedrooms and 2 baths apartment with parking.
The apartment is very large with a spacious living room and bedrooms.
On a quiet street.
Near downtown LA.
New bathrooms, showers, kitchen, floor, lights and much more!
Must see!",,
